_id,Ano,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
1229,2023,G,4,47,470,470103,Plan general investigación,Plan general de investigación
1230,2023,G,4,47,470,470104,Baja Aragón,Baja Aragón
1231,2023,G,4,47,470,470105,Ayudas a las empresas aragonesas,Ayudas a las empresas aragonesas
1232,2023,G,4,47,470,470106,Fundación Bodas de Isabel,Fundación Bodas de Isabel
1233,2023,G,4,47,470,470107,Plan prevención riesgos piscosociales,Plan prevención riesgos piscosociales
1234,2023,G,4,47,470,470108,Distribución gratuita de frutas y hortalizas,Distribución gratuita de frutas y hortalizas
1235,2023,G,4,47,470,470109,Ayudas a la creación artística,Ayudas a la creación artística
1236,2023,G,4,47,470,470110,Programa de apoyo a nuevos autónomos,Programa de apoyo a nuevos autónomos
1237,2023,G,4,47,470,470111,P. Aragonés Mejora Empleabilidad Joven. Contrataci,Plan Aragonés para la Mejora de la Empleabilidad J
1238,2023,G,4,47,470,470112,P.  Aragonés ayudas contratación formación profesi,Plan Aragonés de ayudas a la contratación con la f
1239,2023,G,4,47,470,470113,Plan lucha desemp. mujer. Formación,Plan de lucha contra el desempleo de la mujer. For
1240,2023,G,4,47,470,470114,Plan lucha desemp. mujer. Contratación,Plan de lucha contra el desempleo de la mujer. Con
1241,2023,G,4,47,470,470115,Plan lucha desemp. mujer. A. Rural.. Emprendedoras,Plan de lucha contra el desempleo de la mujer. Ámb
1242,2023,G,4,47,470,470116,Plan lucha desemp. mujer. A. Rural.. Contratación,Plan de lucha contra el desempleo de la mujer. Ámb
1243,2023,G,4,47,470,470117,Plan lucha desemp. mujer. A. Rural.. Programa Mile,Plan de lucha contra el desempleo de la mujer. Ámb
1244,2023,G,4,47,470,470118,Fondo de Cohesión Territorial,Fondo de Cohesión Territorial
1245,2023,G,4,47,470,470119,PAC Pago Básico,PAC Pago Básico
1246,2023,G,4,47,470,470120,PAC Pago Verde,PAC Pago Verde
1247,2023,G,4,47,470,470121,PAC Pequeños Agricultores,PAC Pequeños Agricultores
1248,2023,G,4,47,470,470122,PAC Complemento Jóvenes,PAC Complemento Jóvenes
1249,2023,G,4,47,470,470123,PAC Ayudas Asociadas Agricultura,PAC Ayudas Asociadas Agricultura
1250,2023,G,4,47,470,470124,PAC Ayudas Asociadas Ganadería,PAC Ayudas Asociadas Ganadería
1251,2023,G,4,47,470,470125,PAC OCM Frutas y Hortalizas PO y Distr. Fruta,PAC OCM Frutas y Hortalizas PO y Distr. Fruta
1252,2023,G,4,47,470,470126,PAC OCM Vino Restructuración Viñedo y Destilación,PAC OCM Vino Restructuración Viñedo y Destilación
1253,2023,G,4,47,470,470127,Unipublic S.A.U. Etapa Vuelta Ciclista a España,Unipublic S.A.U. Etapa Vuelta Ciclista a España
1254,2023,G,4,47,470,470128,Subv. Pymes comercio y gest Multiservicios Rurales,Subv. Pymes comercio y gest Multiservicios Rurales
1255,2023,G,4,47,470,470129,Programa experimentales Jóvenes,Programa experimentales Jóvenes
1256,2023,G,4,47,470,470130,Conv EIVASA sistema prevención avalanchas ASTUN,Conv EIVASA sistema prevención avalanchas ASTUN
1257,2023,G,4,47,470,470131,Apoyo I +D+i Agrup. Empresariales Innovadoras,Apoyo I +D+i Agrup. Empresariales Innovadoras
1258,2023,G,4,47,470,470132,Apoyo I+D+i bajo esquema ERA-Net.,Apoyo I+D+i bajo esquema ERA-Net.
1259,2023,G,4,47,470,470133,Apoyo I+D+i  pymes con Sello de Excelencia,Apoyo I+D+i  pymes con Sello de Excelencia
1260,2023,G,4,47,470,470134,Apoyo instalación en viveros empresas y P. Tec.,Apoyo instalación en viveros empresas y P. Tec.
1261,2023,G,4,47,470,470135,Ayudas COVID-19. Inver. Centr. Serv. Soc.,Ayudas COVID-19. Inver. Centr. Serv. Soc.
1262,2023,G,4,47,470,470136,Plan de choque COVID. Ayudas a empresas,Plan de choque COVID. Ayudas a empresas
1263,2023,G,4,47,470,470137,Ayudas financiación deficit generado por COVID-19,Ayudas financiación deficit generado por COVID-19
1264,2023,G,4,47,470,470138,Plan Recuperación e Impulso del Empleo,Plan Recuperación e Impulso del Empleo
1265,2023,G,4,47,470,470139,Ayuda excep comercializ. corderos cabrito COVID-19,Ayuda excep comercializ. corderos cabrito COVID-19
1266,2023,G,4,47,470,470140,Subvenci. explotaciones extensivas ganado lidia,ASubvenci. explotaciones extensivas ganado lidia
1267,2023,G,4,47,470,470141,Ayudas a la industria cultural,Ayudas a la industria cultural
1268,2023,G,4,47,470,470142,No operativo,No operativo
1269,2023,G,4,47,470,470143,Fondo especial segunda oportunidad,Fondo especial segunda oportunidad
1270,2023,G,4,47,470,470144,Pacto de Estado Violencia de Género Univ. S Jorge,Pacto de Estado Violencia de Género Univ. S Jorge
1271,2023,G,4,47,470,470145,Subvenc. sector de flor cortada y planta ornamenta,Subvenc. sector de flor cortada y planta ornamenta
1272,2023,G,4,47,470,470146,Ayuda excepcional comerciali porcino ibérico COVID,Ayuda excepcional comerciali porcino ibérico COVID
1273,2023,G,4,47,470,470147,"Apoyo actividades empresarios, atracciones, ferias","Apoyo actividades empresarios, atracciones, ferias"
1274,2023,G,4,47,470,470148,Subv. Déficit explotación COVID-19 AGREDA BUS,Subv. Déficit explotación COVID-19 AGREDA BUS
1275,2023,G,4,47,470,470149,"Subv. Déficit explot. COVID-19 ALOSA, AUTOCARES","Subv. Déficit explot. COVID-19 ALOSA, AUTOCARES"
1276,2023,G,4,47,470,470150,Subv. Déficit explot. COVID-19 AUTOB. CINCO VILLAS,Subv. Déficit explot. COVID-19 AUTOB. CINCO VILLAS
1277,2023,G,4,47,470,470151,Subv. Déficit explot. COVID-19 AUTOBUSES MONCAYO,Subv. Déficit explot. COVID-19 AUTOBUSES MONCAYO
1278,2023,G,4,47,470,470152,"Subv. Déficit explot. COVID-19 AUTOBUSES FURIO, SL","Subv. Déficit explot. COVID-19 AUTOBUSES FURIO, SL"
1279,2023,G,4,47,470,470153,Subv. Déficit explot. COVID-19 AUTOBUSES MAGALLON,Subv. Déficit explot. COVID-19 AUTOBUSES MAGALLON
1280,2023,G,4,47,470,470154,Subv. Déficit explot. COVID-19 AUTOBUSES PECHUAN,Subv. Déficit explot. COVID-19 AUTOBUSES PECHUAN
1281,2023,G,4,47,470,470155,"Subv. Déficit explot. COVID-19 AUTOCARES IJARA, SL","Subv. Déficit explot. COVID-19 AUTOCARES IJARA, SL"
1282,2023,G,4,47,470,470156,Subv. Déficit explot. COVID-19 AUTOCAR. PEDRO VERA,Subv. Déficit explot. COVID-19 AUTOCAR. PEDRO VERA
1283,2023,G,4,47,470,470157,Subv. Déficit explot. COVID-19 AUTOCAR. SAMAR-BUIL,Subv. Déficit explot. COVID-19 AUTOCAR. SAMAR-BUIL
1284,2023,G,4,47,470,470158,Subv. Déficit explot. COVID-19 AUTOMÓVILES ALTABA,Subv. Déficit explot. COVID-19 AUTOMÓVILES ALTABA
1285,2023,G,4,47,470,470159,Subv. Déficit explot. COVID-19 AUTOMÓV. RIO ARANDA,Subv. Déficit explot. COVID-19 AUTOMÓV. RIO ARANDA
1286,2023,G,4,47,470,470160,Subv. Déficit explot. COVID-19 AUTOMÓV. ZARAGOZA,Subv. Déficit explot. COVID-19 AUTOMÓV. ZARAGOZA
1287,2023,G,4,47,470,470161,Subv. Déficit explot. COVID-19 HERMANOS MARTÍNEZ,Subv. Déficit explot. COVID-19 HERMANOS MARTÍNEZ
1288,2023,G,4,47,470,470162,Subv. Déficit explot. COVID-19 LA HISPANO DE FUENT,Subv. Déficit explot. COVID-19 LA HISPANO DE FUENT
1289,2023,G,4,47,470,470163,"Subv. Déficit explot. COVID-19 ROSENDO NAVARRO, SL","Subv. Déficit explot. COVID-19 ROSENDO NAVARRO, SL"
1290,2023,G,4,47,470,470164,Subv. Déficit explot. COVID-19 TRANSP. HERNÁNDEZ P,Subv. Déficit explot. COVID-19 TRANSP. HERNÁNDEZ P
1291,2023,G,4,47,470,470165,Subv. Déficit explot. COVID-19 AUTOB. TERUEL-ZARAG,Subv. Déficit explot. COVID-19 AUTOB. TERUEL-ZARAG
1292,2023,G,4,47,470,470166,Formación Dual,Formación Dual
1293,2023,G,4,47,470,470167,Subv. a socios cooperativas agroalimentarias,Subv. a socios cooperativas agroalimentarias
1294,2023,G,4,47,470,470177,Apoyo solvencia empresarial Covid-19,Apoyo solvencia empresarial Covid-19
1295,2023,G,4,47,470,470178,Ediciones de la Revista de Economía Aplicada SL,Ediciones de la Revista de Economía Aplicada SL
1296,2023,G,4,47,470,470179,Fomento razas autóc.españolas en peligro extinción,Fomento razas autóc.españolas en peligro extinción
1297,2023,G,4,47,470,470180,Subvenciones fomento de iniciativas empresariales,Subvenciones fomento de iniciativas empresariales
1298,2023,G,4,47,470,470181,"Fomento contratación, recuperac. e impulso empleo","Fomento contratación, recuperac. e impulso empleo"
1299,2023,G,4,47,470,470182,Ayuda a festivales de Aragon,Ayuda a festivales de Aragon
1300,2023,G,4,47,470,470183,PRO-Digital,PRO-Digital
1301,2023,G,4,47,470,470184,Proyect territoriales para reequilibrio y equidad,Proyect territoriales para reequilibrio y equidad
1302,2023,G,4,47,470,470185,Formación en igualdad,Formación en igualdad
1303,2023,G,4,47,470,470186,Form.progr. de salud en el trabajo,Form.progr. de salud en el trabajo
1304,2023,G,4,47,470,470187,Convocatorias impulso cooperativas,Convocatorias impulso cooperativas
1305,2023,G,4,47,470,470188,Prodigital,Prodigital
1306,2023,G,4,47,470,470189,Aceleradores culturales empresas titularidad priva,Aceleradores culturales empresas titularidad priva
1307,2023,G,4,47,470,470190,Dinamización cultural áreas no urbanas entidades p,Dinamización cultural áreas no urbanas entidades p
1308,2023,G,4,47,470,470191,Formación autónomos prevención riesgos laborales,Formación autónomos prevención riesgos laborales
1309,2023,G,4,47,470,470192,Cursos formación Subvención TRADIME,Cursos formación Subvención TRADIME
1310,2023,G,4,47,470,470193,Apoyo al comercio exterior e internacionalización,Apoyo al comercio exterior e internacionalización
1311,2023,G,4,47,470,470194,Empleo Joven. Investigo,Empleo Joven. Investigo
1312,2023,G,4,47,470,470195,Formación Reskilling y Upskilling MRR,Formación Reskilling y Upskilling MRR
1313,2023,G,4,47,470,470196,Ayuda excepcional R(UE) 2022/467,Ayuda excepcional R(UE) 2022/467
1314,2023,G,4,47,470,470197,OCM Regulación de mercados,OCM Regulación de mercados
1315,2023,G,4,47,470,470198,Transf. GUCO.Apoyo Organización Sector Cunícola,Transf. GUCO.Apoyo Organización Sector Cunícola
1316,2023,G,4,47,470,470199,Asesoramiento Agrario,Asesoramiento Agrario
1317,2023,G,4,47,470,470200,Ayudas Estatales MINIMIS,Ayudas Estatales MINIMIS
1318,2023,G,4,47,470,470201,Control oficial rendimiento lechero,Control oficial rendimiento lechero
1319,2023,G,4,47,470,470202,Ayudas abonos transporte,Ayudas abonos transporte
1320,2023,G,4,47,470,470203,Ayudas al sector apícola,Ayudas al sector apícola
1321,2023,G,4,47,470,470204,Subvención Lonja Agropecuaria de Binéfar,Subvención Lonja Agropecuaria de Binéfar
1322,2023,G,4,47,470,470205,Subvención Lonja Agropecuaria del Ebro,Subvención Lonja Agropecuaria del Ebro
1323,2023,G,4,47,470,470206,Ayudas formación y habilidades PYMES Y Autónomos,Ayudas formación y habilidades PYMES Y Autónomos
1324,2023,G,4,47,470,470207,"Ayudas entidades economía social,inserción laboral","Ayudas entidades economía social,inserción laboral"
1325,2023,G,4,47,470,470208,"Programa de talento (prácticas FP, contrata. Retor","Programa de talento (prácticas FP, contrata. Retor"
1326,2023,G,4,47,470,470209,Subvención promococión comercio Volveremos,Subvención promococión comercio Volveremos
1327,2023,G,4,47,470,470218,Plan impulso cooperativas,Plan impulso cooperativas
1328,2023,G,4,47,470,470219,Uso de energías renovables,Uso de energías renovables
1329,2023,G,4,47,470,470220,Subvenciones a préstamos explotaciones agrarias,Subvenciones a préstamos explotaciones agrarias
1330,2023,G,4,47,470,470221,Relaciones Laborales,Relaciones Laborales
1331,2023,G,4,47,470,470222,Divulgación en Igualdad,Divulgación en Igualdad
1332,2023,G,4,47,470,470223,Divulgación en PRL,Divulgación en PRL
1333,2023,G,4,47,470,470224,Subv. A explotaciones agrícolas y ganaderas,Subv. A explotaciones agrícolas y ganaderas
1334,2023,G,4,47,470,470225,Programas Agencias de Colocación,Programas Agencias de Colocación
1335,2023,G,4,47,470,470226,Modernización áreas industriales y empresariales,Modernización áreas industriales y empresariales
1336,2023,G,4,47,470,470227,UNIPUBLIC S.A.U.,"UNIPUBLIC S.A.U.,"
1337,2023,G,4,47,470,470228,Sociedad VLZGZ SL. Festival Vive Latino,Sociedad VLZGZ SL. Festival Vive Latino
1338,2023,G,4,48,480,480001,Seminario Por la Paz,Fundación Seminario Investigación para la Paz
1339,2023,G,4,48,480,480002,Subvenciones directas,Subvenciones Directas
1340,2023,G,4,48,480,480003,Fund.Aspect.Pol. e Inst.,Subv.Fundac.Aspectos Políticos e Instituc.Aragón
1341,2023,G,4,48,480,480004,Subvenciones directas,Subvenciones Directas
1342,2023,G,4,48,480,480005,Comunidades Arag Exterior,Ayudas a Comunidades Aragonesas del Exterior
1343,2023,G,4,48,480,480006,Prom.Conocim.Derecho Arag,Promoción Conocimiento del Derecho Aragonés
1344,2023,G,4,48,480,480007,Fomento del Asociac.Munic,Fomento del Asociacionismo Municipal
1345,2023,G,4,48,480,480008,Ayudas Protección Civil,Ayudas de Protección Civil
1346,2023,G,4,48,480,480009,Ayudas Escuelas Taurinas,Ayudas Escuelas Taurinas
1347,2023,G,4,48,480,480010,Subvenciones directas,Subvenciones Directas
1348,2023,G,4,48,480,480011,Subvenciones directas,Subvenciones Directas
1349,2023,G,4,48,480,480012,Ayudas Postgrados y otros,Ayudas Postgrados y otros
1350,2023,G,4,48,480,480013,Apoyo a Ent Interés Gral,Apoyo a Entidades de interés general
1351,2023,G,4,48,480,480014,Subv.internacionaliz inst,Subvenciones Internacionalización ac instituciones
1352,2023,G,4,48,480,480015,Sub Centrales Sindicales,Subvenciones a  Centrales Sindicales
1353,2023,G,4,48,480,480016,Ayud.Jubil. Reest.Empres.,Ayudas Jubilación y Reestructuración Empresas
1354,2023,G,4,48,480,480017,Plan Dir.Prev.Riesg.Lab.,Plan Director Prev.de Riesgos Laborales de la C.A.
1355,2023,G,4,48,480,480018,Conv. Prev. Riesgos Lab.,Convenios Colaboración (Prev. Riesgos Laborales)
1356,2023,G,4,48,480,480019,Serv.Arag.Med.Arbitraje,Servicio Aragonés de Mediación y Arbitraje
1357,2023,G,4,48,480,480020,Subvencion AVAEL,Subv.Asoc.Víctimas Acc.y Enfermedades Laborales
1358,2023,G,4,48,480,480021,Subv.Asoc. Empres. Repr.,Subv. Asociaciones Empresarios más representativas
1359,2023,G,4,48,480,480022,Subv.Centrales Sindicales,Subvenciones a  Centrales Sindicales
1360,2023,G,4,48,480,480023,Subv.Integr.Social Inmig.,Subv. Entidades Sociales Integración Inmigrantes
1361,2023,G,4,48,480,480024,Subv. Asoc. Inmigrantes,Subv. Apoyo  Asociaciones de Inmigrantes en Aragón
1362,2023,G,4,48,480,480025,"Progr.UE-Conv.,Est.,Inst.","Programas U.E. Convenios, Estudios e Instituciones"
1363,2023,G,4,48,480,480026,Subv.Proyec.Coop.Transfr.,Subv. Proyectos de Cooperación Transfronteriza
1364,2023,G,4,48,480,480027,Org.y colab.Foro Urbaníst,Organización y Colaboración Foros Urbanísticos
1365,2023,G,4,48,480,480028,Asoc.Emp. Org.Sind.Ttes.,Ayudas a Asociaciones Empres.y Organiz.Sind.Ttes.
1366,2023,G,4,48,480,480029,Organizac.Ttes Terrestres,Ayudas a Organiz. relacionados con Ttes.Terrestres
1367,2023,G,4,48,480,480030,No operativo,No operativo
1368,2023,G,4,48,480,480031,Actividades Agrarias,Apoyo a Actividades Agrarias
1369,2023,G,4,48,480,480032,Mej.Pr.Aceite Oliva Form.,Mejora producción Aceite de Oliva: Formación
1370,2023,G,4,48,480,480033,Fom.Calidad Prod.Agroal.,Fomento calidad producción Agroalimentaria
1371,2023,G,4,48,480,480034,Apoyo Asoc. Razas Autoct.,Apoyo Asociación Razas Autóctonas Peligro Extinc.
1372,2023,G,4,48,480,480035,Certámenes Ganaderos,Certámenes Ganaderos
1373,2023,G,4,48,480,480036,Convenios Asoc. Ganaderos,Convenios con Asociaciones de Ganaderos
1374,2023,G,4,48,480,480037,Federac.Razas Autóctonas,Federación de Razas Autóctonas
1375,2023,G,4,48,480,480038,Apoyo Activid.Formativas,Apoyo a actividades formativas
1376,2023,G,4,48,480,480039,Formac.Medidas Agroambie.,Formación de Medidas Agroambientales
1377,2023,G,4,48,480,480040,Subv. Ind Com y Turismo,"Subv. varias áreas Industria, Comercio y Turismo"
1378,2023,G,4,48,480,480041,Calidad y Seg. Nuev. Tec.,"Subv.Form.y Difus. Calidad,Seg.y Nuev.Tecnolog."
1379,2023,G,4,48,480,480042,Acc.Estratégicas Sector.,Acciones Estratégicas Sectoriales
1380,2023,G,4,48,480,480043,Fto Nuevas Tecn.Hidrógeno,Fomento Nuevas Tecn. relacionadas con el Hidrógeno
1381,2023,G,4,48,480,480044,Mejora Comp.y Moder.Pyme,Subv.Mejora compet.y modern.PYME con Org.Interm.
1382,2023,G,4,48,480,480045,Apoyo a Inic.Fto.Mineria,Apoyo a iniciativas de fomento del Sector Minero
1383,2023,G,4,48,480,480046,Apoyo Comercio Asociado,Apoyo al Comercio Asociado
1384,2023,G,4,48,480,480047,Asociac.Calidad Comercio,Subv. Asociaciones Calidad Comercio
1385,2023,G,4,48,480,480048,Asociac.Formac.Comercio,Subv. Asociaciones formación Comercio
1386,2023,G,4,48,480,480049,Subv.Comercio Medio Rural,Subv. Comercio Medio Rural
1387,2023,G,4,48,480,480050,Subv. Promoción Artesania,Subv. Promoción Artesanía
1388,2023,G,4,48,480,480051,"Prom.Ferias, Instit.Fer.","Subv. Promoción Ferias, Instituciones Feriales"
1389,2023,G,4,48,480,480052,Relevo Generac.Comercio,Subv. Relevo Generacional Comercio
1390,2023,G,4,48,480,480053,Subv.Promoción Turística,Subv.Promoción Turística
1391,2023,G,4,48,480,480054,A Entid.Carácter Asist.,Apoyo a Entidades de Carácter Asistencial
1392,2023,G,4,48,480,480055,Org Reunion Cientif Salud,Organiz.Reuniones Científicas Sobre Temas de Salud
1393,2023,G,4,48,480,480056,Inf. y Doc. Salud Consumo,Inform. y Docum. en materia de Salud y Consumo
1394,2023,G,4,48,480,480057,No operativo,No operativo
1395,2023,G,4,48,480,480058,Prest.Serv.Asistenciales,Prestaciones por Servicios Asistenciales
1396,2023,G,4,48,480,480059,Prest.Entregas por Despl.,Prestaciones-Entregas por desplazamiento
1397,2023,G,4,48,480,480060,Prestaciones-Prótesis,Prestaciones-Prótesis
1398,2023,G,4,48,480,480061,Pres vehic para inválidos,Prestaciones-Vehículos para inválidos
1399,2023,G,4,48,480,480062,Ctro.Escol. Pyt consumo,Centros escolares para proyectos sobre Consumo
1400,2023,G,4,48,480,480063,Promoción del consumo,Promoción del Consumo
1401,2023,G,4,48,480,480064,Actuacs.S/ Salud Pública,Actuaciones en materia de Salud Pública
1402,2023,G,4,48,480,480065,Educación para la Salud,Educación Para la Salud
1403,2023,G,4,48,480,480066,Prev.Asis.y Reins.Drog.,"Prev., Asistencia y Reinserción Drogodependencias"
1404,2023,G,4,48,480,480067,Progr. Prevención S.I.D.A,Programa Prevención S.I.D.A.
1405,2023,G,4,48,480,480068,Iniciativas Ciencia y Soc,Iniciativas en Ciencia y Sociedad
1406,2023,G,4,48,480,480069,No operativo,No operativo
1407,2023,G,4,48,480,480070,Becas y Ayudas Activ.Univ,Becas y Ayudas para la Actividad Universitaria
